GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Adult,Middle,Adventurous,Older,Mild,Tank,,FamilySedan,Poor,FiftyThou,False,,False,TenThou,False,FiveThou,,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,One
False,Adult,UpperMiddle,Normal,Older,,,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Rural,True,TenThou,Thousand,True,,,False,Thousand,Zero
False,Adult,,Normal,Older,,Football,,,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,,False,TenThou,Thousand,True,Thousand,,True,Thousand,Many
False,Senior,UpperMiddle,Cautious,,,Tank,,,Normal,,True,Normal,True,Thousand,False,FiftyThou,Secure,True,Thousand,,True,Thousand,Excellent,True,,Zero
True,Adolescent,UpperMiddle,Normal,,Moderate,Football,Moderate,Luxury,Poor,,True,SubStandard,False,HundredThou,False,,,True,HundredThou,Thousand,True,Thousand,Excellent,True,,Many
False,Adult,,Normal,Current,Mild,Football,Mild,,,TwentyThou,False,SubStandard,False,,False,,Rural,True,TenThou,Thousand,True,,Good,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,,Football,,FamilySedan,,,False,Normal,False,Thousand,False,,Secure,True,Thousand,Thousand,False,,Fair,False,Thousand,Zero
False,,Prole,,,,EggShell,,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,,False,TenThou,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Older,,Tank,,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,,Thousand,True,,Good,False,Thousand,Many
False,Adult,Middle,,,,Football,,FamilySedan,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,,True,,Zero
False,Adult,Prole,Cautious,Older,,EggShell,,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,,Poor,False,Thousand,Zero
True,,UpperMiddle,Adventurous,,Mild,Football,,,Poor,,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,
False,Adult,UpperMiddle,Adventurous,Older,,Football,,Luxury,Excellent,Domino,False,Normal,False,Thousand,False,TwentyThou,City,True,Thousand,Thousand,True,,Excellent,True,,Zero
False,Adult,,Normal,Current,,Tank,,FamilySedan,,FiftyThou,True,Normal,False,,False,TwentyThou,Suburb,True,TenThou,Thousand,True,,Excellent,True,Thousand,Zero
False,Adult,Prole,,,,,,,Poor,,False,SubStandard,False,Thousand,False,TenThou,City,False,,Thousand,False,Thousand,Poor,True,Thousand,
False,Adult,Prole,,Older,Severe,EggShell,Severe,,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,,False,TenThou,Thousand,False,,Poor,False,HundredThou,
False,Senior,,,,Mild,Tank,Moderate,FamilySedan,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,TenThou,,True,Thousand,Good,False,,
False,Senior,UpperMiddle,Cautious,Older,,,,,Excellent,FiveThou,False,Expert,True,Thousand,False,,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,,,Football,,Luxury,,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,,Cautious,Current,,Football,,Luxury,Normal,TwentyThou,True,,True,,False,FiftyThou,Secure,True,Thousand,Thousand,True,,Good,True,Thousand,Zero
False,Adult,,Normal,Current,,EggShell,,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,,Good,True,,Zero
False,Senior,Prole,,Older,,Football,,Economy,,TwentyThou,False,Expert,False,Thousand,False,FiveThou,,True,,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,,Prole,Adventurous,,,EggShell,,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,,Middle,Psychopath,Older,,Football,,,Normal,TwentyThou,False,Expert,False,,False,FiveThou,City,False,TenThou,,False,Thousand,Fair,False,Thousand,
False,Senior,UpperMiddle,Cautious,Current,,Football,,FamilySedan,Excellent,FiftyThou,False,Expert,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,,Adventurous,Current,,Football,,,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,City,False,,,True,Thousand,,True,,
False,Adult,UpperMiddle,Adventurous,Older,,EggShell,,Economy,Normal,FiftyThou,False,Normal,False,,False,FiveThou,Suburb,False,Thousand,Thousand,True,,Poor,False,,Zero
False,Senior,Prole,,Older,,,,SportsCar,Normal,FiftyThou,False,,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,,False,,Zero
False,,Prole,Cautious,Older,,,,,Excellent,TwentyThou,False,,False,Thousand,False,FiveThou,,True,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
False,Senior,Wealthy,,Current,Mild,,Mild,SportsCar,Poor,Domino,True,SubStandard,True,,False,TwentyThou,Secure,True,,,True,Thousand,,True,Thousand,Many
False,Senior,Prole,Cautious,,,EggShell,,Economy,Normal,,False,Normal,True,,False,TenThou,City,False,TenThou,Thousand,False,Thousand,,False,Thousand,
False,Adult,Middle,,Older,,EggShell,,Economy,Normal,,False,,False,Thousand,False,FiveThou,,False,,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,SportsCar,Excellent,TwentyThou,False,Expert,True,,False,,Rural,True,,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Current,,Tank,,,,,True,SubStandard,False,Thousand,False,TwentyThou,Secure,False,TenThou,,True,,Excellent,True,Thousand,Many
True,Adolescent,UpperMiddle,Adventurous,,Moderate,Tank,,,Poor,TwentyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Suburb,False,HundredThou,TenThou,True,Thousand,Good,False,Thousand,
False,Adult,Prole,Normal,Older,Severe,EggShell,Severe,Economy,Poor,,False,SubStandard,False,TenThou,False,FiveThou,,True,,TenThou,False,,,False,TenThou,Many
False,,,Cautious,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,,True,Thousand,False,TenThou,,True,Thousand,Thousand,True,,Good,False,,
False,,Middle,,Older,,Football,,,Poor,,False,Normal,False,,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Prole,,Older,,,,,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,Mild,EggShell,Mild,,,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Senior,Prole,Normal,Older,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,,False,TenThou,False,FiveThou,City,False,HundredThou,,False,Thousand,,True,Thousand,Many
False,Adolescent,Middle,Normal,Older,,EggShell,,Economy,Normal,FiveThou,False,,False,Thousand,False,FiveThou,,False,Thousand,Thousand,False,Thousand,Fair,False,,
False,,Prole,Normal,Older,,EggShell,,,Poor,,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,UpperMiddle,Cautious,Current,,EggShell,,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,,Thousand,True,Thousand,Fair,True,,Zero
False,Senior,Prole,Adventurous,Older,Severe,EggShell,,Economy,Poor,,False,SubStandard,False,,False,TenThou,City,False,TenThou,TenThou,True,,,False,Thousand,Many
False,Adult,,Normal,Older,,,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
False,,UpperMiddle,Normal,Current,,Tank,,,Normal,,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,,False,Thousand,Excellent,True,Thousand,Zero
False,Adolescent,Prole,,,Mild,,Mild,Economy,Poor,,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Current,,Football,,FamilySedan,Normal,,True,Normal,False,,False,,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,
False,Adult,Prole,Normal,,,EggShell,,Economy,Normal,TwentyThou,False,,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,,,Tank,,Luxury,Excellent,Domino,True,,False,Thousand,False,FiftyThou,Secure,True,Thousand,,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,Prole,,Older,,,,Economy,Normal,FiveThou,False,Normal,True,Thousand,False,TwentyThou,,True,,Thousand,True,Thousand,Fair,False,Thousand,
False,Adult,Middle,Adventurous,,Moderate,EggShell,Moderate,Economy,,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,False,,,True,TenThou,Many
False,,Middle,Normal,,Moderate,,Moderate,,,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,,False,,Thousand,False,Thousand,,True,Thousand,Many
False,Adult,UpperMiddle,,Current,,EggShell,,SportsCar,Normal,Domino,False,Normal,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,,Poor,True,Thousand,Zero
False,,UpperMiddle,Normal,Current,Severe,Football,Severe,,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,True,HundredThou,,True,Thousand,Good,True,Thousand,Many
False,Adolescent,Prole,Cautious,,,EggShell,,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,False,,Zero
False,Adolescent,Prole,Normal,Current,,EggShell,,Economy,Normal,,False,Normal,False,Thousand,False,TenThou,Rural,False,,Thousand,False,,Fair,True,Thousand,
False,,UpperMiddle,,Current,,,,Luxury,,FiftyThou,True,Expert,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Adventurous,Current,,Football,,FamilySedan,Normal,FiveThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,
False,,Prole,,Older,,EggShell,,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,,True,,One
False,Adult,Prole,Normal,Older,,EggShell,,,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
True,Adolescent,,Adventurous,,,,,FamilySedan,,FiveThou,False,SubStandard,False,Thousand,False,,City,False,,Thousand,False,Thousand,,False,,Many
False,Adolescent,Middle,Normal,Current,Mild,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,Secure,True,,Thousand,False,Thousand,Good,True,Thousand,Many
False,Adult,Prole,,Older,,,,,Normal,TwentyThou,False,Normal,False,,False,FiveThou,,True,,Thousand,False,Thousand,Fair,False,Thousand,
False,Adult,Prole,Adventurous,,,EggShell,,Economy,Poor,,False,SubStandard,False,Thousand,False,TenThou,,False,Thousand,Thousand,True,Thousand,,False,,Many
True,Adolescent,,,Older,Mild,EggShell,Mild,,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,,Severe,EggShell,Severe,SportsCar,Poor,TwentyThou,True,SubStandard,False,HundredThou,False,,Secure,False,HundredThou,HundredThou,True,HundredThou,,True,HundredThou,Many
False,Senior,,Normal,Older,,EggShell,,SportsCar,Excellent,FiftyThou,False,Expert,True,,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,,True,,Zero
False,Adult,UpperMiddle,Normal,Older,,EggShell,,SportsCar,Excellent,FiftyThou,False,Expert,False,Thousand,False,,,True,,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,,,Normal,Current,,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,HundredThou,False,TwentyThou,City,False,HundredThou,TenThou,True,Thousand,Good,True,Thousand,Many
False,Adult,,,Older,,Football,,,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,,Fair,False,Thousand,
False,,Prole,,,,,,FamilySedan,Normal,,False,Normal,False,Thousand,False,FiveThou,City,False,,Thousand,True,Thousand,,False,Thousand,
False,Adult,Middle,Normal,Current,,EggShell,,,Normal,Domino,False,,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,,Poor,True,Thousand,
False,Adult,Prole,,Older,,EggShell,,,Normal,,False,Normal,False,Thousand,False,TenThou,City,False,,Thousand,False,Thousand,Poor,False,Thousand,
False,,Prole,,,,,,Economy,Poor,FiftyThou,False,SubStandard,False,,False,FiveThou,City,True,,TenThou,False,,Fair,False,HundredThou,Many
False,Adult,Prole,Cautious,,,Tank,,,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Senior,Prole,,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,,Middle,,Current,,,,FamilySedan,Poor,,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,
False,Adult,UpperMiddle,Adventurous,Current,,Football,,Luxury,Normal,TwentyThou,True,Normal,False,,False,FiftyThou,City,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
True,Adolescent,UpperMiddle,Adventurous,Older,,Football,,Luxury,Excellent,FiftyThou,False,,False,Thousand,False,TwentyThou,Secure,True,Thousand,,True,,Good,True,Thousand,
False,Senior,Prole,,Older,,EggShell,,SportsCar,Normal,FiveThou,False,Normal,False,Thousand,False,,Rural,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,
False,Adult,Middle,Normal,Older,,,,,Poor,TwentyThou,False,,False,Thousand,False,,,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,,Current,,,,,,TwentyThou,True,Expert,False,Thousand,False,TwentyThou,,False,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Senior,Wealthy,,Current,,Football,,,,TwentyThou,True,SubStandard,True,Thousand,False,Million,Secure,True,TenThou,Thousand,True,Thousand,Excellent,True,,
False,Adult,Middle,Normal,,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Prole,,,,EggShell,,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,,False,Thousand,
False,,Prole,Normal,Older,,EggShell,,Economy,Normal,,False,Normal,False,Thousand,False,,Rural,False,,Thousand,False,Thousand,Fair,True,Thousand,
False,,Middle,Normal,Older,,EggShell,,,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,False,TenThou,Thousand,True,,Poor,False,Thousand,Zero
False,Adult,,,Older,Moderate,Tank,Moderate,FamilySedan,,Domino,False,SubStandard,False,TenThou,False,FiveThou,,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,
False,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Normal,Current,,EggShell,,SportsCar,Normal,,True,Normal,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,,True,,Zero
False,Adult,Middle,,Older,,Tank,,FamilySedan,,FiftyThou,False,Normal,False,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,
False,,Middle,Normal,Current,,Football,,FamilySedan,Normal,TwentyThou,False,Normal,False,,False,TwentyThou,Secure,True,,Thousand,True,Thousand,Excellent,True,,Zero
False,Senior,Middle,Adventurous,Older,,,,FamilySedan,,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,False,,
False,Senior,UpperMiddle,Cautious,Current,,EggShell,,Luxury,,Domino,True,,True,Thousand,False,FiftyThou,,True,Thousand,,True,Thousand,Poor,True,Thousand,Zero
False,Adult,,,,,,Mild,,,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,,Zero
False,Adult,Middle,Psychopath,Older,,,,Economy,Excellent,,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,,Many
False,,,Adventurous,Current,,EggShell,,,Poor,TwentyThou,True,,False,Thousand,False,,,False,Thousand,Thousand,True,Thousand,Poor,True,Thousand,One
False,Adult,Prole,,,,,,Economy,Poor,,False,SubStandard,False,,False,,City,False,,Thousand,True,Thousand,Good,True,Thousand,
False,Adult,Prole,,Older,,,,Economy,Excellent,FiveThou,False,,False,Thousand,False,,City,True,,Thousand,False,,Poor,False,Thousand,
False,,Prole,Cautious,Older,,,,,Normal,FiftyThou,False,Normal,True,Thousand,False,FiveThou,,True,,,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Adventurous,Current,,,Mild,FamilySedan,Poor,,True,,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adolescent,UpperMiddle,Adventurous,Current,,,,FamilySedan,Normal,FiftyThou,False,,False,Thousand,False,,,False,TenThou,Thousand,False,Thousand,,True,Thousand,Zero
False,Adult,Middle,,Older,,Football,,FamilySedan,,FiftyThou,False,Normal,False,,False,TenThou,Secure,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,
False,Adolescent,,Psychopath,,,,,Luxury,Poor,FiftyThou,True,,False,Thousand,False,FiftyThou,,False,Thousand,Thousand,True,Thousand,,True,Thousand,Many
False,,Prole,Adventurous,,,Football,,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Senior,,Normal,Older,,,,FamilySedan,Excellent,TwentyThou,False,Expert,True,,False,TenThou,City,False,,,True,Thousand,,True,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,,EggShell,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,,Middle,Normal,Current,,,,FamilySedan,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TenThou,Suburb,True,TenThou,Thousand,False,Thousand,Poor,True,Thousand,Many
False,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,,False,Normal,False,,False,TenThou,,False,Thousand,Thousand,True,,Good,True,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,,Normal,,False,Normal,False,,False,FiveThou,City,False,Thousand,Thousand,True,,,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,Economy,Excellent,,False,Expert,True,Thousand,False,TenThou,,True,Thousand,Thousand,False,,Fair,False,Thousand,Zero
False,Senior,Middle,Cautious,,,,,SportsCar,Excellent,,False,,True,Thousand,False,TwentyThou,Secure,True,,Thousand,True,Thousand,Fair,True,Thousand,Zero
True,Adolescent,Middle,Adventurous,Current,,Football,,FamilySedan,Poor,,False,,False,Thousand,False,,,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
False,,UpperMiddle,Adventurous,Older,,,,Luxury,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiftyThou,City,True,,Thousand,True,Thousand,Excellent,True,,Zero
False,Adult,UpperMiddle,Normal,Current,Moderate,Football,Moderate,Luxury,,Domino,True,Normal,False,HundredThou,False,FiftyThou,Secure,False,HundredThou,HundredThou,True,Thousand,Good,True,Thousand,
False,,Middle,Normal,Older,,EggShell,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,,False,TenThou,,True,Thousand,Poor,True,Thousand,Zero
False,Adult,Prole,Adventurous,,,EggShell,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,
False,,,Normal,Current,,Football,,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,,Thousand,False,Thousand,Good,True,,
False,,,Cautious,Current,,,,FamilySedan,Excellent,FiftyThou,False,Expert,True,Thousand,False,TwentyThou,Secure,True,TenThou,,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Cautious,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,,City,True,HundredThou,HundredThou,True,Thousand,Poor,False,Thousand,
True,Adolescent,,Normal,,,Football,,Economy,,,False,Normal,False,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Adventurous,Older,,EggShell,,Economy,Normal,,False,Normal,False,,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,,
False,Adult,UpperMiddle,Adventurous,Current,,Football,,FamilySedan,,,True,,False,Thousand,False,TwentyThou,,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
False,,Prole,Normal,Older,,EggShell,,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,,,False,Thousand,Thousand,True,,Poor,False,Thousand,Many
False,Adolescent,Middle,Normal,Older,,EggShell,,Economy,,TwentyThou,False,Normal,False,,False,FiveThou,Secure,True,,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Senior,UpperMiddle,Normal,Older,Moderate,EggShell,,Economy,Poor,TwentyThou,False,,False,TenThou,False,,Rural,True,TenThou,TenThou,True,,Poor,False,Thousand,
False,Adult,Prole,,,,EggShell,,,Poor,TwentyThou,False,SubStandard,False,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
False,Adult,Prole,Adventurous,Older,,Football,,FamilySedan,,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,,True,Thousand,Good,False,Thousand,One
False,Adult,Middle,Normal,Older,,Tank,,,Normal,Domino,False,Normal,False,Thousand,False,,Suburb,False,TenThou,Thousand,True,Thousand,Excellent,False,,Zero
False,,Middle,Normal,Older,,EggShell,,,Normal,TwentyThou,False,Normal,False,Thousand,False,,Secure,False,Thousand,Thousand,True,Thousand,Poor,False,,Zero
False,Adult,Middle,Normal,Current,,Tank,,FamilySedan,Excellent,,False,Expert,False,Thousand,False,TwentyThou,,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,
False,,UpperMiddle,Normal,Current,,Football,,Luxury,Poor,,True,,False,Thousand,False,,Rural,True,Thousand,,True,Thousand,Good,True,Thousand,Many
False,,Prole,Adventurous,Older,,EggShell,,Economy,Normal,TwentyThou,False,,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,,Poor,False,,One
False,Adult,Middle,Normal,Current,,,,FamilySedan,Normal,TwentyThou,False,Normal,False,,False,,Suburb,True,,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Cautious,,,EggShell,Mild,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,,True,TenThou,,False,Thousand,Fair,True,Thousand,Many
False,,Middle,,Older,,Football,,Economy,Normal,TwentyThou,False,,False,Thousand,False,,Secure,True,,,True,Thousand,Poor,False,Thousand,
False,,,Normal,Older,,Tank,,FamilySedan,Excellent,FiftyThou,False,Expert,False,,False,FiveThou,,False,Thousand,Thousand,True,,Excellent,False,Thousand,Zero
False,Senior,Middle,Normal,Older,,EggShell,,Economy,Normal,FiftyThou,False,,False,Thousand,False,FiveThou,,False,,Thousand,True,,,False,Thousand,Zero
False,Adult,,Normal,Older,,,,,Excellent,TwentyThou,False,Expert,False,Thousand,False,TwentyThou,City,False,,,False,Thousand,Poor,False,Thousand,Zero
