GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
False,Adult,Middle,Adventurous,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Adult,Prole,Normal,Older,Mild,Football,Mild,FamilySedan,Excellent,Domino,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Adventurous,Current,,Football,,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
True,Adolescent,UpperMiddle,Adventurous,Current,Moderate,Football,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,HundredThou,False,TwentyThou,Suburb,False,HundredThou,Thousand,True,Thousand,Fair,True,Thousand,Many
False,Adult,Middle,Adventurous,Older,Mild,Tank,Moderate,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,One
False,Adult,,Normal,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Rural,True,TenThou,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Adult,Prole,Normal,Older,,Football,,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Senior,UpperMiddle,Cautious,Current,,Tank,,Luxury,Normal,TwentyThou,True,Normal,True,,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
True,Adolescent,UpperMiddle,,Current,Moderate,Football,Moderate,Luxury,Poor,TwentyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Secure,True,HundredThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Middle,Normal,Current,Mild,Football,Mild,,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Rural,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Cautious,Older,,Football,,FamilySedan,Excellent,FiftyThou,False,Normal,False,Thousand,False,,Secure,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,City,False,TenThou,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Older,,Tank,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,,True,Thousand,Good,False,Thousand,Many
False,,Middle,Normal,,,,,FamilySedan,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Cautious,Older,,EggShell,,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,
True,Adolescent,UpperMiddle,Adventurous,Current,Mild,Football,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,Many
False,Adult,UpperMiddle,Adventurous,Older,,Football,,Luxury,Excellent,Domino,False,Normal,False,Thousand,False,,City,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Current,,Tank,,FamilySedan,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Normal,Current,,EggShell,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,True,,Many
False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,TenThou,Thousand,False,HundredThou,Poor,False,HundredThou,Many
False,Senior,Middle,Normal,Older,Mild,Tank,Moderate,FamilySedan,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,TenThou,TenThou,True,Thousand,Good,False,Thousand,Many
False,Senior,UpperMiddle,Cautious,Older,,Football,,FamilySedan,,FiveThou,False,Expert,True,Thousand,False,TenThou,Secure,True,Thousand,,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Older,,Football,,Luxury,Normal,,False,Normal,False,Thousand,False,TenThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,,Cautious,Current,,Football,,Luxury,Normal,TwentyThou,True,Normal,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,,EggShell,,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Senior,Prole,Normal,Older,,Football,,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Psychopath,Older,,,,FamilySedan,Normal,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,,False,Thousand,Many
False,Senior,UpperMiddle,Cautious,Current,,Football,,FamilySedan,Excellent,FiftyThou,False,Expert,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,UpperMiddle,Adventurous,Current,,Football,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,City,False,TenThou,Thousand,True,Thousand,Good,True,Thousand,
False,Adult,UpperMiddle,Adventurous,Older,,EggShell,,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,,False,Thousand,Zero
False,Senior,Prole,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Cautious,Older,,EggShell,,SportsCar,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,True,,Thousand,False,Thousand,Poor,True,Thousand,Zero
False,Senior,Wealthy,Cautious,Current,Mild,EggShell,Mild,SportsCar,Poor,Domino,True,SubStandard,True,Thousand,False,,Secure,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Many
False,Senior,Prole,Cautious,Older,,EggShell,,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,TenThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Older,,EggShell,,Economy,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,SportsCar,Excellent,TwentyThou,False,Expert,True,Thousand,False,TwentyThou,Rural,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,Current,,Tank,,,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Secure,False,,Thousand,True,Thousand,Excellent,True,Thousand,Many
True,Adolescent,UpperMiddle,Adventurous,Older,Moderate,Tank,Severe,FamilySedan,Poor,TwentyThou,False,SubStandard,False,,False,,Suburb,False,HundredThou,TenThou,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Normal,Older,Severe,,Severe,,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,True,HundredThou,TenThou,False,Thousand,Fair,False,TenThou,Many
False,,Prole,Cautious,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,TenThou,City,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Adult,Middle,Adventurous,Older,,Football,,FamilySedan,Poor,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,,Poor,False,Thousand,
False,Adult,Prole,Cautious,Older,,EggShell,,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,
False,Adolescent,Prole,Adventurous,Older,Mild,EggShell,Mild,Economy,,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,,True,Thousand,Poor,False,Thousand,Many
False,Senior,Prole,Normal,Older,,EggShell,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,TenThou,False,Thousand,,True,Thousand,Many
False,Adolescent,Middle,Normal,Older,,EggShell,,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,,Thousand,False,Thousand,Poor,False,,Many
False,Adult,UpperMiddle,Cautious,Current,,EggShell,,SportsCar,Normal,TwentyThou,True,,False,Thousand,False,TwentyThou,,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Senior,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,,City,False,,TenThou,True,HundredThou,Poor,False,Thousand,Many
False,Adult,Prole,Normal,Older,,Football,,FamilySedan,,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,Thousand,,False,Thousand,Good,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,,Tank,,Luxury,Normal,FiftyThou,True,Normal,False,,False,,Secure,True,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adolescent,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Current,,Football,,,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,,Tank,,Luxury,Excellent,Domino,True,Expert,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,Economy,Normal,FiveThou,False,Normal,True,Thousand,False,TwentyThou,City,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Adventurous,Current,Moderate,EggShell,Moderate,Economy,,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,False,TenThou,Poor,True,TenThou,Many
False,Adult,Middle,Normal,Older,Moderate,EggShell,Moderate,SportsCar,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Secure,False,TenThou,Thousand,False,Thousand,Poor,True,Thousand,Many
False,Adult,UpperMiddle,Normal,Current,,EggShell,,SportsCar,Normal,Domino,False,Normal,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Current,Severe,Football,Severe,Luxury,Poor,,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,True,HundredThou,Thousand,True,Thousand,Good,True,Thousand,Many
False,Adolescent,Prole,Cautious,Older,,EggShell,,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Rural,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adolescent,Prole,Normal,Current,,EggShell,,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,,Tank,,Luxury,Excellent,FiftyThou,True,Expert,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Adventurous,Current,,Football,,FamilySedan,Normal,FiveThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,,Fair,True,Thousand,Zero
False,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,True,Thousand,One
False,Adult,Prole,Normal,Older,,EggShell,,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
True,Adolescent,Middle,Adventurous,Older,,Tank,,FamilySedan,Poor,,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Many
False,Adolescent,Middle,Normal,Current,Mild,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,False,Thousand,,True,Thousand,Many
False,Adult,Prole,Cautious,Older,,EggShell,,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,True,TenThou,Thousand,False,,Fair,False,Thousand,Zero
False,Adult,Prole,Adventurous,Older,,EggShell,,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
True,Adolescent,Middle,Normal,Older,Mild,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,True,,Thousand,True,,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Current,Severe,EggShell,,SportsCar,Poor,TwentyThou,True,SubStandard,False,HundredThou,False,TwentyThou,Secure,False,HundredThou,HundredThou,True,HundredThou,Poor,True,,Many
False,Senior,Prole,Normal,,,EggShell,,SportsCar,Excellent,FiftyThou,False,Expert,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,UpperMiddle,Normal,Older,,EggShell,,SportsCar,Excellent,,False,Expert,False,Thousand,False,FiveThou,,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Normal,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,HundredThou,False,TwentyThou,City,False,HundredThou,TenThou,True,Thousand,Good,True,Thousand,Many
False,Adult,Middle,Normal,Older,,Football,,,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,,Fair,False,Thousand,Zero
False,,Prole,Normal,Older,,Football,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,
False,Adult,Middle,Normal,Current,,EggShell,,Economy,Normal,Domino,False,Normal,False,Thousand,False,TenThou,Suburb,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Adult,Prole,Cautious,Older,Severe,EggShell,Severe,,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,True,,TenThou,False,HundredThou,Fair,False,HundredThou,Many
False,Adult,Prole,Cautious,Older,,Tank,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
False,Adolescent,Middle,Normal,Current,,Football,,FamilySedan,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Many
False,Adult,UpperMiddle,Adventurous,Current,,Football,,Luxury,Normal,TwentyThou,True,Normal,False,Thousand,False,FiftyThou,City,False,TenThou,,True,Thousand,Good,True,,Zero
True,Adolescent,UpperMiddle,Adventurous,Older,,Football,,Luxury,Excellent,FiftyThou,False,Expert,False,Thousand,False,TwentyThou,Secure,True,,Thousand,True,Thousand,Good,True,Thousand,One
False,Senior,Prole,Normal,,,EggShell,,,Normal,FiveThou,False,Normal,False,Thousand,False,FiftyThou,Rural,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Middle,Normal,Older,,Tank,,,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Prole,Normal,Current,,Football,,,Excellent,TwentyThou,True,Expert,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Senior,Wealthy,Cautious,Current,,Football,,SuperLuxury,Poor,TwentyThou,True,SubStandard,True,Thousand,False,Million,Secure,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,Moderate,,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
False,Adult,Prole,Normal,,,EggShell,,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,Prole,Normal,Older,,EggShell,,,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,,Fair,True,Thousand,Zero
False,Adult,Middle,Normal,Older,,EggShell,,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
False,Adult,Middle,Normal,,Moderate,Tank,Moderate,FamilySedan,Poor,Domino,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,UpperMiddle,Normal,Current,,,,SportsCar,Normal,FiftyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,
False,Adult,Middle,Adventurous,Older,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Adult,Middle,Normal,Current,,Football,,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
False,Senior,Middle,Adventurous,Older,,Tank,,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Many
False,Senior,UpperMiddle,Cautious,Current,,EggShell,,Luxury,Normal,Domino,True,Normal,True,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,Adult,Middle,Adventurous,Older,,Football,Mild,FamilySedan,Poor,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Adult,Middle,Psychopath,Older,,EggShell,,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
False,Senior,UpperMiddle,Adventurous,Current,,EggShell,,SportsCar,Poor,TwentyThou,True,Normal,False,Thousand,False,FiftyThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,True,Thousand,One
False,Adult,Prole,,Current,,Football,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
False,Adult,Prole,Cautious,Older,,EggShell,,,Excellent,FiveThou,False,Normal,False,Thousand,False,TenThou,City,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,Economy,Normal,FiftyThou,False,,True,,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,
False,Adult,Middle,Adventurous,Current,,Tank,,FamilySedan,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adolescent,UpperMiddle,Adventurous,Current,,Tank,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,False,Thousand,Excellent,True,Thousand,Zero
False,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,,False,Normal,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Adolescent,UpperMiddle,Psychopath,Current,,Tank,Mild,Luxury,,FiftyThou,True,SubStandard,False,Thousand,False,FiftyThou,City,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
False,Adult,Prole,,Older,,Football,,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
False,Senior,Prole,Normal,Older,,Football,,FamilySedan,Excellent,TwentyThou,False,Expert,True,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
False,Adolescent,Prole,Adventurous,Older,,EggShell,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
False,Adult,Middle,Normal,Current,,EggShell,,FamilySedan,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TenThou,Suburb,True,TenThou,Thousand,False,Thousand,Poor,True,Thousand,Many
False,Adult,Middle,Normal,Older,,Football,,FamilySedan,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Normal,Older,,EggShell,,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
False,Senior,Prole,Cautious,Older,,EggShell,,Economy,Excellent,TwentyThou,False,Expert,True,Thousand,False,TenThou,City,True,,Thousand,False,Thousand,Fair,False,Thousand,Zero
False,Senior,Middle,Cautious,Older,,EggShell,,SportsCar,Excellent,FiftyThou,False,,True,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
True,Adolescent,,Adventurous,Current,,Football,,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,,Many
False,Adolescent,UpperMiddle,Adventurous,Older,,,,Luxury,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiftyThou,City,True,Thousand,Thousand,True,Thousand,,True,,Zero
False,Adult,UpperMiddle,Normal,Current,Moderate,Football,Moderate,Luxury,Normal,Domino,True,Normal,False,HundredThou,False,FiftyThou,Secure,False,HundredThou,HundredThou,True,Thousand,Good,True,Thousand,Zero
False,Adult,Middle,Normal,Older,,EggShell,,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Secure,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
False,,Prole,Adventurous,Older,,EggShell,,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,,True,Thousand,,False,Thousand,Many
False,Adult,Prole,Normal,Current,,Football,,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,False,Thousand,Good,True,Thousand,Zero
False,Senior,UpperMiddle,Cautious,Current,,Football,,FamilySedan,Excellent,FiftyThou,False,Expert,True,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
False,Adult,Prole,Cautious,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,True,HundredThou,HundredThou,True,Thousand,Poor,False,Thousand,Many
True,Adolescent,Prole,Normal,Older,,Football,,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
