N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Neutral,Neutral,WeakUp,Neutral,Neutral,,VeryWet,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Weak,,Westerly,,,Weak,,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,I,CThruK,,Average,MoreThanAve,,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,Moderate,,I,,SIG,SIG,LowMtsHighPl,ModerateOrLe,Average,Steep,NoMajor,DryMMoistL,Other,LittleChange,Moving,AllElse,LVorOther,LV
Neutral,Down,Neutral,,Down,,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,,,Westerly,,Weak,,,LittleChange,LittleChange,Negative,Decreasing,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,Stifling,Unfavorable,,B,SIG,SIG,SIG,LowMtsHighPl,Steep,Average,ModerateOrLe,,DryMMoistL,DenvCyclone,LittleChange,QStationary,SWQuad,LVorOther,DenvCyclone
,,StrongUp,WeakUp,WeakUp,Dry,Neutral,Wet,Neutral,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,Weak,Strong,Some,LittleChange,LittleChange,,,SVR,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,,LessUnstable,Average,B,PartInhibit,Moderate,,B,XNIL,XNIL,,LowEvrywhere,Stable,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,Other,LV,Westerly,DenvCyclone
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,PC,,,PC,Strong,Strong,Westerly,Strong,Strong,Strong,Marked,LittleChange,LittleChange,StrongPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,,Average,K,,Neutral,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,K,XNIL,XNIL,SVR,LowSHighN,,Dry,ModerateOrLe,StrongFront,DryMMoistL,,SigNegative,Moving,NWQuad,Westerly,WidespdDnsl
WeakUp,Neutral,Down,WeakUp,WeakUp,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,,Clear,,Weak,Westerly,,,Weak,Some,DecCapIncIns,Decreasing,,Decreasing,SIG,Aug20_Sep15,D,CThruK,PartInhibit,Average,,CDEJ,N5GtLIGt_8,Stability,Average,LessUnstable,D,,Weak,Moderate,,SIG,SIG,SIG,HighEvrywher,CloseToDryAd,Average,Steep,StrongFront,Other,DenvCyclone,NegToPos,Other,AllElse,LVorOther,DenvCyclone
Neutral,Down,Neutral,Neutral,Neutral,Neutral,,Neutral,Wet,PC,,PC,PC,Weak,Strong,Other,,,,,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,May15_Jun14,H,CThruK,PartInhibit,Average,,H,N1GtLIGt_4,,Average,Average,,Stifling,Strong,,H,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,,Steep,MarkedUpper,DryMMoistL,Other,SigNegative,,,LVorOther,E_NE
WeakUp,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,PC,PC,PC,,,Other,,Weak,Weak,,LittleChange,LittleChange,WeakPos,Increasing,XNIL,May15_Jun14,K,CThruK,,LessThanAve,LessThanAve,,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,,Strong,,XNIL,SIG,SIG,Other,Steep,Average,ModerateOrLe,StrongFront,Other,,PosToNeg,Moving,AllElse,Westerly,WidespdDnsl
Down,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,VeryWet,PC,PC,Clear,Clear,,Weak,StrongWest,Strong,Weak,Strong,,DecCapIncIns,Decreasing,WeakPos,,XNIL,May15_Jun14,A,AB,,,LessThanAve,ABI,LIGt0,Stability,LessUnstable,MoreUnstable,ACEFK,,Unfavorable,,A,SVR,SVR,SVR,HighEvrywher,Stable,,ModerateOrLe,StrongFront,DryMMoistL,DenvCyclone,SigNegative,Other,SWQuad,LVorOther,DenvCyclone
StrongUp,Neutral,Down,Neutral,Neutral,Wet,Dry,Dry,Dry,Clear,Cloudy,PC,,Strong,Strong,StrongWest,Strong,,Strong,Marked,DecCapIncIns,Decreasing,Negative,,SVR,Jul2_Jul15,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,Slight,K,SVR,SVR,,HighEvrywher,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,,SigPositive,Other,AllElse,LVorOther,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Wet,Wet,Cloudy,Clear,Cloudy,PC,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Weak,,,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,MoistMDryL,E_W_N,LittleChange,,SWQuad,Westerly,LongAnticyc
WeakUp,Neutral,StrongUp,,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,Clear,,,StrongWest,,,,,,,WeakPos,LittleChange,XNIL,May15_Jun14,B,AB,,LessThanAve,LessThanAve,ABI,LILt_8,Stability,Average,MoreUnstable,B,,Moderate,Moderate,B,SVR,,SVR,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,SigNegative,QStationary,SWQuad,LVorOther,DenvCyclone
WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,,Weak,DCVZFavor,Weak,Weak,Strong,Some,DecCapIncIns,Decreasing,Neutral,,XNIL,Jul2_Jul15,E,CThruK,TotalInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,XNIL,HighEvrywher,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,,,,SWQuad,,
WeakUp,Neutral,Down,Down,Down,VeryWet,Dry,VeryWet,Wet,PC,Cloudy,PC,PC,Strong,Strong,Westerly,Strong,,Strong,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Aug20_Sep15,C,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,,Strong,C,SIG,,SVR,LowEvrywhere,Steep,Average,ModerateOrLe,OtherRapid,,,NegToPos,,NWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,,Neutral,Neutral,Dry,Wet,Neutral,Neutral,Clear,PC,Clear,Clear,Strong,,DCVZFavor,,Weak,,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,May15_Jun14,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,K,XNIL,XNIL,XNIL,,Steep,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,,,NWQuad,Westerly,SEQuad
,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,PC,Clear,PC,PC,,,,,,,,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,B,AB,Stifling,Average,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,,B,,Strong,Strong,B,XNIL,XNIL,XNIL,LowNHighS,Stable,Dry,CloseToDryAd,OtherRapid,Other,,LittleChange,Other,NWQuad,LVorOther,E_NE
StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Wet,VeryWet,VeryWet,VeryWet,PC,Clear,PC,,,Weak,DCVZFavor,,Strong,,Some,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,A,AB,Stifling,Average,Average,ABI,LILt_8,Neutral,Average,,ACEFK,Stifling,Strong,Moderate,A,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Dry,,,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
WeakUp,Down,WeakUp,Neutral,,Wet,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,,,Westerly,Weak,Weak,Weak,,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,,,AB,,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Stability,Average,,B,PartInhibit,,Moderate,B,XNIL,XNIL,XNIL,,Stable,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,MovingFtorOt,LittleChange,Other,SWQuad,LVorOther,LV
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Dry,Clear,Clear,Clear,,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,C,CThruK,Stifling,Average,Average,CDEJ,LIGt0,Instability,LessUnstable,,ACEFK,PartInhibit,,,C,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Average,Steep,MarkedUpper,MoistMDryL,E_W_N,SigPositive,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,StrongUp,Neutral,,,Dry,Dry,Dry,Clear,Clear,Clear,,,,DCVZFavor,,Strong,Strong,,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,LessThanAve,,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,,E,SIG,SIG,SIG,,ModerateOrLe,Dry,ModerateOrLe,NoMajor,Other,,LittleChange,,LV,Westerly,WidespdDnsl
Neutral,StronUp,,Down,Down,Dry,Dry,Dry,Dry,Clear,PC,Clear,Clear,,,Other,,,,,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,I,CThruK,PartInhibit,,MoreThanAve,ABI,N1GtLIGt_4,Stability,Average,Average,HI,PartInhibit,Moderate,Slight,I,SVR,SVR,SVR,LowSHighN,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,DryMMoistL,DryLine,LittleChange,,NWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Down,Down,,Neutral,VeryWet,Wet,Clear,,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,Strong,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jun15_Jul1,I,CThruK,PartInhibit,Average,,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,PartInhibit,,Moderate,I,SVR,XNIL,SIG,,CloseToDryAd,Average,CloseToDryAd,OtherRapid,,E_W_S,SigNegative,Moving,SWQuad,Westerly,LV
Down,StronUp,,,StrongUp,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,PC,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,Aug20_Sep15,B,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,MoreUnstable,,,Unfavorable,,B,XNIL,XNIL,SVR,HighEvrywher,Steep,Average,Steep,NoMajor,DryMMoistL,DenvCyclone,LittleChange,QStationary,NWQuad,Westerly,DenvCyclone
Down,Down,StrongUp,Down,Down,Wet,Neutral,,Dry,Cloudy,PC,Cloudy,Clear,,Weak,StrongWest,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Aug20_Sep15,I,CThruK,,,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,,Moderate,,I,SVR,SVR,SVR,LowMtsHighPl,Steep,Average,CloseToDryAd,OtherRapid,DryMMoistL,,PosToNeg,,SWQuad,Westerly,E_NE
Down,WeakUp,Neutral,WeakUp,WeakUp,Wet,Wet,VeryWet,VeryWet,PC,Cloudy,,Cloudy,,,Westerly,,Weak,,,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Aug20_Sep15,A,AB,,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Unfavorable,Slight,,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Dry,Steep,MarkedUpper,Other,DenvCyclone,SigNegative,,SWQuad,Westerly,DenvCyclone
Neutral,WeakUp,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Cloudy,PC,PC,,,Other,,Strong,Weak,,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug20_Sep15,K,CThruK,Stifling,Average,LessThanAve,K,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,K,SVR,SVR,SVR,Other,ModerateOrLe,Average,ModerateOrLe,,Other,,,,NWQuad,Westerly,WidespdDnsl
Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,,PC,PC,PC,,Weak,DCVZFavor,Weak,Weak,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,J,CThruK,PartInhibit,,MoreThanAve,CDEJ,,Instability,MoreUnstable,MoreUnstable,GJ,Stifling,Weak,,J,SVR,,SVR,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,,,,LV,LVorOther,SEQuad
,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,Wet,VeryWet,Clear,,Clear,PC,Strong,,Other,,Strong,Strong,,,Decreasing,Neutral,Decreasing,SIG,Jul16_Aug10,D,CThruK,Stifling,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,D,PartInhibit,Moderate,Moderate,D,XNIL,XNIL,SIG,LowAtStation,Stable,Dry,Steep,OtherRapid,Other,DryLine,SigNegative,Other,LV,LVorOther,WidespdDnsl
WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Dry,Dry,,PC,PC,PC,Weak,Weak,Other,,Weak,Weak,,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,May15_Jun14,A,AB,Stifling,Average,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,,ACEFK,,Strong,Strong,A,SIG,,SIG,HighEvrywher,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Down,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Wet,PC,Cloudy,PC,Clear,Strong,Strong,StrongWest,Strong,,Strong,Marked,LittleChange,LittleChange,Neutral,Increasing,SVR,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Neutral,Average,,B,PartInhibit,Moderate,Strong,B,,,SVR,LowSHighN,Stable,Average,Steep,NoMajor,,DryLine,LittleChange,,LV,Westerly,DenvCyclone
WeakUp,,Down,Down,Down,Wet,Neutral,Neutral,,,PC,Clear,Clear,Strong,Strong,Other,,,,Some,IncCapDecIns,Increasing,Neutral,Increasing,SVR,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,Average,MoreUnstable,ACEFK,,Weak,Strong,C,SIG,SIG,,LowMtsHighPl,CloseToDryAd,,Steep,MarkedUpper,Other,E_W_N,SigPositive,Other,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Weak,,,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SVR,,J,CThruK,,,LessThanAve,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,GJ,,Unfavorable,Slight,J,XNIL,XNIL,SVR,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,MoistMDryL,Other,LittleChange,Other,LV,LVorOther,LV
Down,Neutral,Down,Neutral,Neutral,Neutral,,Dry,Dry,PC,Cloudy,PC,Clear,Strong,Strong,DCVZFavor,Strong,,Strong,Marked,IncCapDecIns,Increasing,Negative,Increasing,SVR,May15_Jun14,D,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,Average,,D,TotalInhibit,,Slight,D,SIG,SIG,SVR,,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,,LittleChange,Moving,NWQuad,,LV
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,VeryWet,Dry,Dry,Clear,Cloudy,PC,PC,,Weak,,Weak,,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,,Stability,Average,LessUnstable,D,Stifling,Moderate,,D,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,,MoistMDryL,DryLine,SigPositive,Other,SWQuad,LVorOther,DenvCyclone
Down,Down,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Neutral,PC,PC,,PC,Strong,Strong,DCVZFavor,Strong,,Strong,Some,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Aug20_Sep15,A,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,Strong,Moderate,A,XNIL,SVR,SVR,HighEvrywher,Stable,Average,Steep,StrongFront,Other,DenvCyclone,PosToNeg,Other,SWQuad,LVorOther,DenvCyclone
Down,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,,Neutral,Clear,,PC,PC,Strong,Strong,Westerly,Weak,Strong,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,E,CThruK,,LessThanAve,Average,CDEJ,N1GtLIGt_4,,Average,Average,ACEFK,,Unfavorable,,E,XNIL,,SIG,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,MoistMDryL,,LittleChange,,SWQuad,Westerly,
WeakUp,Down,Neutral,Down,,Neutral,Dry,Wet,Wet,Clear,PC,Clear,Clear,Weak,Strong,DCVZFavor,Weak,Strong,Weak,Some,LittleChange,LittleChange,,LittleChange,XNIL,Jul16_Aug10,C,CThruK,Stifling,Average,Average,CDEJ,LIGt0,Stability,LessUnstable,Average,,,Strong,,C,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,Steep,NoMajor,Other,E_W_N,,,NWQuad,Westerly,LongAnticyc
Down,Neutral,Neutral,Down,Down,Dry,Dry,Dry,Dry,PC,PC,Cloudy,Cloudy,,Weak,StrongWest,,Weak,Strong,Marked,IncCapDecIns,,WeakPos,,SIG,Jul16_Aug10,,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,XNIL,XNIL,,Other,Steep,Dry,Steep,OtherRapid,MoistMDryL,E_W_N,SigNegative,,AllElse,LVorOther,LongAnticyc
WeakUp,Neutral,StrongUp,WeakUp,,Neutral,VeryWet,Wet,VeryWet,PC,Clear,PC,PC,,,,,Weak,Weak,,LittleChange,LittleChange,Negative,Decreasing,XNIL,Aug20_Sep15,J,,PartInhibit,LessThanAve,,CDEJ,N1GtLIGt_4,Neutral,Average,Average,GJ,,Weak,Strong,J,SVR,SVR,SVR,LowMtsHighPl,Steep,Average,Steep,,Other,DryLine,LittleChange,,LV,LVorOther,LV
StrongUp,StronUp,WeakUp,StrongUp,StrongUp,VeryWet,Dry,VeryWet,VeryWet,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,,,Marked,IncCapDecIns,Increasing,,LittleChange,XNIL,Jul2_Jul15,,CThruK,PartInhibit,Average,MoreThanAve,G,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,GJ,,Moderate,,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,,CloseToDryAd,NoMajor,Other,,PosToNeg,,AllElse,Westerly,LongAnticyc
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Wet,Wet,Clear,Clear,PC,PC,Weak,Weak,StrongWest,Strong,,,Some,LittleChange,LittleChange,Negative,Decreasing,,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,LessThanAve,K,N1GtLIGt_4,Instability,Average,LessUnstable,ACEFK,PartInhibit,Weak,Slight,K,XNIL,SIG,SIG,LowEvrywhere,ModerateOrLe,,ModerateOrLe,StrongFront,MoistMDryL,E_W_N,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
