node_i,node_j,p_value
Cushioning,ILiCost,0.5743133172273167
DrivQuality,Airbag,0.34578729257494345
DrivQuality,AntiTheft,0.21452552376631845
DrivQuality,Antilock,0.08002807976433263
DrivQuality,CarValue,0.5170180847874373
DrivQuality,Cushioning,0.7223944357189764
DrivQuality,DrivHist,0.370295887110475
DrivQuality,DrivingSkill,1.8941569785925571e-128
DrivQuality,HomeBase,0.3946202495805263
DrivQuality,ILiCost,0.5503449918432419
DrivQuality,MedCost,0.4814145050086044
DrivQuality,Mileage,0.5489360536861201
DrivQuality,OtherCar,0.6312952672266559
DrivQuality,OtherCarCost,0.7688198092708607
DrivQuality,PropCost,0.13995237445327047
DrivQuality,SeniorTrain,0.00022582609041835896
DrivQuality,Theft,0.057252670455484725
DrivQuality,ThisCarCost,0.08342794296397774
DrivingSkill,Airbag,0.5748769790027468
DrivingSkill,AntiTheft,0.4132317815881291
DrivingSkill,CarValue,0.41283982571757516
DrivingSkill,Cushioning,0.4584550764319144
DrivingSkill,DrivHist,2.673089524781232e-248
DrivingSkill,HomeBase,0.7876276688392861
DrivingSkill,ILiCost,0.06232579160407912
DrivingSkill,MedCost,0.19240916173979833
DrivingSkill,OtherCar,0.7731710486347281
DrivingSkill,OtherCarCost,0.8152464149859013
DrivingSkill,PropCost,0.579676325184574
DrivingSkill,SeniorTrain,0.005296724725880237
DrivingSkill,Theft,0.19020940605323727
DrivingSkill,ThisCarCost,0.11966462476952666
GoodStudent,Accident,0.1217019455442328
GoodStudent,Age,3.5493939018464535e-192
GoodStudent,Airbag,0.4758191105563049
GoodStudent,AntiTheft,0.31270431199301746
GoodStudent,Antilock,0.7925954128861863
GoodStudent,CarValue,0.5333841804085753
GoodStudent,Cushioning,0.8982119032868308
GoodStudent,DrivHist,0.3182744300904308
GoodStudent,DrivQuality,0.20601686424941076
GoodStudent,DrivingSkill,0.6471626154578345
GoodStudent,HomeBase,0.6379646059774455
GoodStudent,ILiCost,0.3543998063060789
GoodStudent,MakeModel,0.17550457870891256
GoodStudent,MedCost,0.6823333677426284
GoodStudent,Mileage,0.687248139119043
GoodStudent,OtherCar,0.6346930991609093
GoodStudent,OtherCarCost,0.6581109444761146
GoodStudent,PropCost,0.3530047182057844
GoodStudent,RiskAversion,0.26693481856941115
GoodStudent,RuggedAuto,0.05176840290932893
GoodStudent,SeniorTrain,0.056344505055679166
GoodStudent,SocioEcon,1.6900763425532868e-17
GoodStudent,Theft,0.13441987671550684
GoodStudent,ThisCarCost,0.5465726946580067
GoodStudent,ThisCarDam,0.3266118934693813
GoodStudent,VehicleYear,0.4272370892086673
HomeBase,Airbag,0.28411387285989975
HomeBase,AntiTheft,7.800570267704012e-77
HomeBase,Cushioning,0.20242450771242465
HomeBase,DrivHist,0.4049798521227959
HomeBase,ILiCost,0.05330468352163484
HomeBase,MedCost,0.6852228239846859
HomeBase,OtherCar,0.7976293920959032
HomeBase,OtherCarCost,0.07600464700427612
HomeBase,PropCost,0.5336517501241753
ILiCost,DrivHist,0.9694468403058943
MakeModel,Airbag,0.12631049755590618
MakeModel,AntiTheft,0.9837211761764832
MakeModel,Antilock,1.7897137694184482e-150
MakeModel,CarValue,1.9043603615136188e-153
MakeModel,Cushioning,0.999985662426141
MakeModel,DrivHist,0.9229393806555803
MakeModel,DrivQuality,0.4574504574851975
MakeModel,DrivingSkill,0.6326816648193482
MakeModel,HomeBase,0.22000712480529588
MakeModel,ILiCost,0.8737402755833711
MakeModel,MedCost,0.19144422850659268
MakeModel,Mileage,0.2148625007943886
MakeModel,OtherCar,0.5850762149534932
MakeModel,OtherCarCost,0.9950510040038469
MakeModel,PropCost,0.23538746829403334
MakeModel,SeniorTrain,0.09609481098597013
MakeModel,Theft,0.058269486971735764
MakeModel,ThisCarCost,0.9744749804368644
MedCost,Airbag,0.7278131073139096
MedCost,Cushioning,1.850786238880751e-127
MedCost,DrivHist,0.1159701974386713
MedCost,ILiCost,0.08117419742415015
Mileage,Airbag,0.6201580962021573
Mileage,AntiTheft,0.6201156158557315
Mileage,Antilock,0.514577441703721
Mileage,CarValue,9.949338127175453e-61
Mileage,Cushioning,0.24536164805223748
Mileage,DrivHist,0.711743085447583
Mileage,DrivingSkill,0.7480589831509796
Mileage,HomeBase,0.7926574008623877
Mileage,ILiCost,0.059993547427976884
Mileage,MedCost,0.144527192041516
Mileage,OtherCar,0.35081812259186695
Mileage,OtherCarCost,0.943657839266704
Mileage,PropCost,0.6651277075130448
Mileage,SeniorTrain,0.1045346061563524
Mileage,Theft,0.7791069129757889
Mileage,ThisCarCost,0.1450589053889898
OtherCar,Airbag,0.6211274707623079
OtherCar,Cushioning,0.05777297695031587
OtherCar,DrivHist,0.12508541023026998
OtherCar,ILiCost,0.5590787707478351
OtherCar,MedCost,0.5650476382033045
OtherCarCost,Airbag,0.10618113989197248
OtherCarCost,Cushioning,0.3209820675759973
OtherCarCost,DrivHist,0.9860899012373288
OtherCarCost,ILiCost,4.3949421808857064e-08
OtherCarCost,MedCost,0.1702477614362486
OtherCarCost,OtherCar,0.8518719424092115
PropCost,Airbag,0.7301966088667095
PropCost,Cushioning,0.23948400955108992
PropCost,DrivHist,0.1584751488171721
PropCost,ILiCost,0.2966286342665317
PropCost,MedCost,0.10206997309610837
PropCost,OtherCar,0.5665185066076581
PropCost,OtherCarCost,0.0
RiskAversion,Accident,0.793903912530782
RiskAversion,Airbag,0.9207002958077717
RiskAversion,AntiTheft,0.0
RiskAversion,Antilock,0.6663553727580929
RiskAversion,CarValue,0.32918717750669557
RiskAversion,Cushioning,0.0663086070335768
RiskAversion,DrivHist,1.1125298371672696e-20
RiskAversion,DrivQuality,6.909428871006003e-23
RiskAversion,DrivingSkill,3.218768056578293e-108
RiskAversion,HomeBase,1.3730592849580734e-81
RiskAversion,ILiCost,0.19035703099860946
RiskAversion,MakeModel,0.581768157228742
RiskAversion,MedCost,0.14604755683268858
RiskAversion,Mileage,0.27232066844569225
RiskAversion,OtherCar,0.35968861815026004
RiskAversion,OtherCarCost,0.9969548850454408
RiskAversion,PropCost,0.08583105651176828
RiskAversion,RuggedAuto,0.33723635207720415
RiskAversion,SeniorTrain,7.866260986060891e-25
RiskAversion,Theft,0.22383353668402883
RiskAversion,ThisCarCost,0.3924389822836143
RiskAversion,ThisCarDam,0.8183473822946616
RiskAversion,VehicleYear,0.5844916635152377
RuggedAuto,Accident,0.3859540955761249
RuggedAuto,Airbag,0.09531776973963409
RuggedAuto,AntiTheft,0.6471805568593072
RuggedAuto,Antilock,0.20665781990963158
RuggedAuto,CarValue,0.3319011460490195
RuggedAuto,Cushioning,0.0
RuggedAuto,DrivHist,0.7028599160844677
RuggedAuto,DrivQuality,0.7694226443392411
RuggedAuto,DrivingSkill,0.6108011101116004
RuggedAuto,HomeBase,0.37797363068413237
RuggedAuto,ILiCost,0.3739978008366789
RuggedAuto,MakeModel,8.050907362807178e-194
RuggedAuto,MedCost,0.19568361153547764
RuggedAuto,Mileage,0.16557211138554406
RuggedAuto,OtherCar,0.5470459336542872
RuggedAuto,OtherCarCost,1.0
RuggedAuto,PropCost,0.2727924301868065
RuggedAuto,SeniorTrain,0.8641183688690816
RuggedAuto,Theft,0.5525856148763704
RuggedAuto,ThisCarCost,0.613464961033989
SeniorTrain,Airbag,0.9522674261913712
SeniorTrain,AntiTheft,0.10776642689300302
SeniorTrain,CarValue,0.5221220241315594
SeniorTrain,Cushioning,0.7368157228135508
SeniorTrain,DrivHist,0.7134804193148678
SeniorTrain,HomeBase,0.7240711251339443
SeniorTrain,ILiCost,0.18119231847067996
SeniorTrain,MedCost,0.09050975917434342
SeniorTrain,OtherCar,0.4801684550822398
SeniorTrain,OtherCarCost,0.17118851614611816
SeniorTrain,PropCost,0.4051027227971923
SeniorTrain,Theft,0.3138674514720543
SeniorTrain,ThisCarCost,0.614567704255595
SocioEcon,Accident,0.835635657306718
SocioEcon,Airbag,0.99998961779399
SocioEcon,AntiTheft,0.997478597439669
SocioEcon,Antilock,0.09118404075611158
SocioEcon,CarValue,0.0667297583568541
SocioEcon,Cushioning,0.9999999234475041
SocioEcon,DrivHist,0.9502599068306039
SocioEcon,DrivQuality,0.056358109983350425
SocioEcon,DrivingSkill,0.32547413607561343
SocioEcon,HomeBase,0.0
SocioEcon,ILiCost,0.977988437189477
SocioEcon,MakeModel,0.0
SocioEcon,MedCost,0.4949296211491574
SocioEcon,Mileage,0.7159172008400632
SocioEcon,OtherCar,0.868844586367161
SocioEcon,OtherCarCost,0.18440669970481793
SocioEcon,PropCost,0.5136944422970409
SocioEcon,RiskAversion,0.9147666781631872
SocioEcon,RuggedAuto,0.8802771273067058
SocioEcon,SeniorTrain,0.06992487831458938
SocioEcon,Theft,0.23505723531056624
SocioEcon,ThisCarCost,0.11082228305853994
SocioEcon,ThisCarDam,0.5395399420199919
SocioEcon,VehicleYear,1.460236983520036e-67
Theft,Airbag,0.849733676557895
Theft,AntiTheft,0.9525642410043033
Theft,CarValue,0.014256414922408664
Theft,Cushioning,0.354426730514362
Theft,DrivHist,0.460459770800118
Theft,HomeBase,0.2208504649169352
Theft,ILiCost,0.5370334154892817
Theft,MedCost,0.34443027301909684
Theft,OtherCar,0.8942555448063968
Theft,OtherCarCost,0.5152614355335547
Theft,PropCost,0.5981864936653218
ThisCarCost,Airbag,0.4293326756059102
ThisCarCost,AntiTheft,0.8826794430726467
ThisCarCost,CarValue,7.00997596470143e-191
ThisCarCost,Cushioning,0.5317643034431556
ThisCarCost,DrivHist,0.5433221043815886
ThisCarCost,HomeBase,0.9569640818202582
ThisCarCost,ILiCost,0.06797314910405541
ThisCarCost,MedCost,0.9999999864979042
ThisCarCost,OtherCar,0.6545644419561503
ThisCarCost,OtherCarCost,0.07106680660252812
ThisCarCost,PropCost,8.63323395851782e-10
ThisCarCost,Theft,0.21056967170198973
ThisCarDam,Accident,0.0
ThisCarDam,Airbag,0.21512350140814343
ThisCarDam,AntiTheft,0.8750132903329026
ThisCarDam,Antilock,0.2565073675400355
ThisCarDam,CarValue,0.2885424484155897
ThisCarDam,Cushioning,0.34784107061150965
ThisCarDam,DrivHist,0.368975888405614
ThisCarDam,DrivQuality,0.20367005097419028
ThisCarDam,DrivingSkill,0.11919778717863531
ThisCarDam,HomeBase,0.7847953554061717
ThisCarDam,ILiCost,0.9999837861354962
ThisCarDam,MakeModel,0.1638498616895512
ThisCarDam,MedCost,0.9942301333009628
ThisCarDam,Mileage,0.8848268619419444
ThisCarDam,OtherCar,0.5002632504627548
ThisCarDam,OtherCarCost,0.05097124089917
ThisCarDam,PropCost,0.9531155059308857
ThisCarDam,RuggedAuto,0.10638965061274305
ThisCarDam,SeniorTrain,0.5832841476742238
ThisCarDam,Theft,0.6033003738508831
ThisCarDam,ThisCarCost,4.521148283646934e-192
VehicleYear,Accident,0.1712894136942216
VehicleYear,Airbag,0.0
VehicleYear,AntiTheft,0.4825888510673686
VehicleYear,Antilock,2.7472831763997524e-79
VehicleYear,CarValue,1.713588938932868e-110
VehicleYear,Cushioning,0.999563739737595
VehicleYear,DrivHist,0.5484316671659424
VehicleYear,DrivQuality,0.1370188034428576
VehicleYear,DrivingSkill,0.8654957526649345
VehicleYear,HomeBase,0.28843079989323583
VehicleYear,ILiCost,0.06655262352563253
VehicleYear,MakeModel,0.17355141827890525
VehicleYear,MedCost,0.06571119886639265
VehicleYear,Mileage,0.3680903413157916
VehicleYear,OtherCar,0.33768415770341403
VehicleYear,OtherCarCost,0.22848680158792486
VehicleYear,PropCost,0.5897314572251995
VehicleYear,RuggedAuto,9.080476317920842e-10
VehicleYear,SeniorTrain,0.9890439180462886
VehicleYear,Theft,0.44611861800798924
VehicleYear,ThisCarCost,0.5203081387295664
VehicleYear,ThisCarDam,0.0614594268842552
